filename	rows	delimiter	header
contribs_83.csv	237236	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_38.csv	441476	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_74.csv	342944	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
purpose.csv	267248	comma	recordType,formTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,committeeActivityId,subjectCategoryCd,subjectPositionCd,subjectDescr,subjectBallotNumber,subjectElectionDt,activityHoldOfficeCd,activityHoldOfficeDistrict,activityHoldOfficePlace,activityHoldOfficeDescr,activityHoldOfficeCountyCd,activityHoldOfficeCountyDescr,activitySeekOfficeCd,activitySeekOfficeDistrict,activitySeekOfficePlace,activitySeekOfficeDescr,activitySeekOfficeCountyCd,activitySeekOfficeCountyDescr,commActivityName
contribs_56.csv	315087	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
credits.csv	98030	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,creditInfoId,creditDt,creditAmount,creditDescr,payorPersentTypeCd,payorNameOrganization,payorNameLast,payorNameSuffixCd,payorNameFirst,payorNamePrefixCd,payorNameShort,payorStreetAddr1,payorStreetAddr2,payorStreetCity,payorStreetStateCd,payorStreetCountyCd,payorStreetCountryCd,payorStreetPostalCode,payorStreetRegion
travel.csv	17468	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,travelInfoId,parentType,parentId,parentDt,parentAmount,parentFullName,transportationTypeCd,transportationTypeDescr,departureCity,arrivalCity,departureDt,arrivalDt,travelPurpose,travellerPersentTypeCd,travellerNameOrganization,travellerNameLast,travellerNameSuffixCd,travellerNameFirst,travellerNamePrefixCd,travellerNameShort
contribs_92.csv	397014	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
expn_t.csv	16450	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,expendInfoId,expendDt,expendAmount,expendDescr,expendCatCd,expendCatDescr,itemizeFlag,travelFlag,politicalExpendCd,reimburseIntendedFlag,srcCorpContribFlag,capitalLivingexpFlag,payeePersentTypeCd,payeeNameOrganization,payeeNameLast,payeeNameSuffixCd,payeeNameFirst,payeeNamePrefixCd,payeeNameShort,payeeStreetAddr1,payeeStreetAddr2,payeeStreetCity,payeeStreetStateCd,payeeStreetCountyCd,payeeStreetCountryCd,payeeStreetPostalCode,payeeStreetRegion,creditCardIssuer,repaymentDt
contribs_25.csv	317371	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_61.csv	102488	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_43.csv	290610	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
expend_07.csv	348537	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,expendInfoId,expendDt,expendAmount,expendDescr,expendCatCd,expendCatDescr,itemizeFlag,travelFlag,politicalExpendCd,reimburseIntendedFlag,srcCorpContribFlag,capitalLivingexpFlag,payeePersentTypeCd,payeeNameOrganization,payeeNameLast,payeeNameSuffixCd,payeeNameFirst,payeeNamePrefixCd,payeeNameShort,payeeStreetAddr1,payeeStreetAddr2,payeeStreetCity,payeeStreetStateCd,payeeStreetCountyCd,payeeStreetCountryCd,payeeStreetPostalCode,payeeStreetRegion,creditCardIssuer,repaymentDt
contribs_07.csv	498110	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_34.csv	383491	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
spacs.csv	505	comma	recordType,spacFilerIdent,spacFilerTypeCd,spacFilerName,spacFilerNameShort,spacCommitteeStatusCd,spactreasEffStartDt,spactreasEffStopDt,spacPositionCd,candidateFilerIdent,candidateFilerTypeCd,candidateFilerName,candidateFilerpersStatusCd,candidateEffStartDt,candidateEffStopDt,candidateHoldOfficeCd,candidateHoldOfficeDistrict,candidateHoldOfficePlace,candidateHoldOfficeDescr,candidateHoldOfficeCountyCd,candidateHoldOfficeCountyDescr,candidateSeekOfficeCd,candidateSeekOfficeDistrict,candidateSeekOfficePlace,candidateSeekOfficeDescr,candidateSeekOfficeCountyCd,candidateSeekOfficeCountyDescr,ctaSeekOfficeCd,ctaSeekOfficeDistrict,ctaSeekOfficePlace,ctaSeekOfficeDescr,ctaSeekOfficeCountyCd,ctaSeekOfficeCountyDescr,candtreasFilerpersStatusCd,candtreasEffStartDt,candtreasEffStopDt
contribs_70.csv	345492	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
pldg_t.csv	86	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,pledgeInfoId,pledgeDt,pledgeAmount,pledgeDescr,itemizeFlag,travelFlag,pledgerPersentTypeCd,pledgerNameOrganization,pledgerNameLast,pledgerNameSuffixCd,pledgerNameFirst,pledgerNamePrefixCd,pledgerNameShort,pledgerStreetCity,pledgerStreetStateCd,pledgerStreetCountyCd,pledgerStreetCountryCd,pledgerStreetPostalCode,pledgerStreetRegion,pledgerEmployer,pledgerOccupation,pledgerJobTitle,pledgerPacFein,pledgerOosPacFlag,pledgerLawFirmName,pledgerSpouseLawFirmName,pledgerParent1LawFirmName,pledgerParent2LawFirmName
contribs_52.csv	292208	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_16.csv	498846	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
cover_t.csv	13274	comma	recordType,formTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,reportTypeCd1,reportTypeCd2,reportTypeCd3,reportTypeCd4,reportTypeCd5,reportTypeCd6,reportTypeCd7,reportTypeCd8,reportTypeCd9,reportTypeCd10,sourceCategoryCd,dueDt,filedDt,periodStartDt,periodEndDt,unitemizedContribAmount,totalContribAmount,unitemizedExpendAmount,totalExpendAmount,loanBalanceAmount,contribsMaintainedAmount,unitemizedPledgeAmount,unitemizedLoanAmount,totalInterestEarnedAmount,electionDt,electionTypeCd,electionTypeDescr,noActivityFlag,politicalPartyCd,politicalDivisionCd,politicalPartyOtherDescr,politicalPartyCountyCd,timelyCorrectionFlag,semiannualCheckboxFlag,highContribThreshholdCd,softwareRelease,internetVisibleFlag,signerPrintedName,addrChangeFilerFlag,addrChangeTreasFlag,addrChangeChairFlag,filerPersentTypeCd,filerNameOrganization,filerNameLast,filerNameSuffixCd,filerNameFirst,filerNamePrefixCd,filerNameShort,filerStreetAddr1,filerStreetAddr2,filerStreetCity,filerStreetStateCd,filerStreetCountyCd,filerStreetCountryCd,filerStreetPostalCode,filerStreetRegion,filerHoldOfficeCd,filerHoldOfficeDistrict,filerHoldOfficePlace,filerHoldOfficeDescr,filerHoldOfficeCountyCd,filerHoldOfficeCountyDescr,filerSeekOfficeCd,filerSeekOfficeDistrict,filerSeekOfficePlace,filerSeekOfficeDescr,filerSeekOfficeCountyCd,filerSeekOfficeCountyDescr,treasPersentTypeCd,treasNameOrganization,treasNameLast,treasNameSuffixCd,treasNameFirst,treasNamePrefixCd,treasNameShort,treasStreetAddr1,treasStreetAddr2,treasStreetCity,treasStreetStateCd,treasStreetCountyCd,treasStreetCountryCd,treasStreetPostalCode,treasStreetRegion,treasMailingAddr1,treasMailingAddr2,treasMailingCity,treasMailingStateCd,treasMailingCountyCd,treasMailingCountryCd,treasMailingPostalCode,treasMailingRegion,treasPrimaryUsaPhoneFlag,treasPrimaryPhoneNumber,treasPrimaryPhoneExt,chairPersentTypeCd,chairNameOrganization,chairNameLast,chairNameSuffixCd,chairNameFirst,chairNamePrefixCd,chairNameShort,chairStreetAddr1,chairStreetAddr2,chairStreetCity,chairStreetStateCd,chairStreetCountyCd,chairStreetCountryCd,chairStreetPostalCode,chairStreetRegion,chairMailingAddr1,chairMailingAddr2,chairMailingCity,chairMailingStateCd,chairMailingCountyCd,chairMailingCountryCd,chairMailingPostalCode,chairMailingRegion,chairPrimaryUsaPhoneFlag,chairPrimaryPhoneNumber,chairPrimaryPhoneExt
contribs_69.csv	309081	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
debts.csv	7509	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,loanInfoId,loanGuaranteedFlag,lenderPersentTypeCd,lenderNameOrganization,lenderNameLast,lenderNameSuffixCd,lenderNameFirst,lenderNamePrefixCd,lenderNameShort,lenderStreetCity,lenderStreetStateCd,lenderStreetCountyCd,lenderStreetCountryCd,lenderStreetPostalCode,lenderStreetRegion,guarantorPersentTypeCd1,guarantorNameOrganization1,guarantorNameLast1,guarantorNameSuffixCd1,guarantorNameFirst1,guarantorNamePrefixCd1,guarantorNameShort1,guarantorStreetCity1,guarantorStreetStateCd1,guarantorStreetCountyCd1,guarantorStreetCountryCd1,guarantorStreetPostalCode1,guarantorStreetRegion1,guarantorPersentTypeCd2,guarantorNameOrganization2,guarantorNameLast2,guarantorNameSuffixCd2,guarantorNameFirst2,guarantorNamePrefixCd2,guarantorNameShort2,guarantorStreetCity2,guarantorStreetStateCd2,guarantorStreetCountyCd2,guarantorStreetCountryCd2,guarantorStreetPostalCode2,guarantorStreetRegion2,guarantorPersentTypeCd3,guarantorNameOrganization3,guarantorNameLast3,guarantorNameSuffixCd3,guarantorNameFirst3,guarantorNamePrefixCd3,guarantorNameShort3,guarantorStreetCity3,guarantorStreetStateCd3,guarantorStreetCountyCd3,guarantorStreetCountryCd3,guarantorStreetPostalCode3,guarantorStreetRegion3,guarantorPersentTypeCd4,guarantorNameOrganization4,guarantorNameLast4,guarantorNameSuffixCd4,guarantorNameFirst4,guarantorNamePrefixCd4,guarantorNameShort4,guarantorStreetCity4,guarantorStreetStateCd4,guarantorStreetCountyCd4,guarantorStreetCountryCd4,guarantorStreetPostalCode4,guarantorStreetRegion4,guarantorPersentTypeCd5,guarantorNameOrganization5,guarantorNameLast5,guarantorNameSuffixCd5,guarantorNameFirst5,guarantorNamePrefixCd5,guarantorNameShort5,guarantorStreetCity5,guarantorStreetStateCd5,guarantorStreetCountyCd5,guarantorStreetCountryCd5,guarantorStreetPostalCode5,guarantorStreetRegion5
contribs_87.csv	429771	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
contribs_78.csv	292374	comma	recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameSuffixCd,contributorNameFirst,contributorNamePrefixCd,contributorNameShort,contributorStreetCity,contributorStreetStateCd,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorStreetRegion,contributorEmployer,contributorOccupation,contributorJobTitle,contributorPacFein,contributorOosPacFlag,contributorLawFirmName,contributorSpouseLawFirmName,contributorParent1LawFirmName,contributorParent2LawFirmName
